Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,8355.26758675515,99257.12673760354,8772.546920098655,8772.546920098655
2,8355.26758675515,50007.12673760354,8772.546920098655,8772.546920098655
3,8355.26758675515,33590.460070936875,8772.546920098655,8772.546920098655
4,8355.26758675515,25382.12673760354,8772.546920098655,8772.546920098655
5,8355.26758675515,20457.12673760354,8772.546920098655,8772.546920098655
6,8355.26758675515,17173.793404270204,8772.546920098655,8772.546920098655
7,8355.26758675515,14828.555309032114,8772.546920098655,8772.546920098655
8,8355.26758675515,13069.62673760354,8772.546920098655,8772.546920098655
9,8355.26758675515,11701.571182047986,48819.42027434452,48819.42027434452
10,8355.26758675515,10607.12673760354,44052.75360767784,44052.75360767784
