Server number,OCC,DINA,MEIDA,Ours
1,37683.55671176315,37683.55171176315,37884.95270663618,37884.95270663618
2,37683.55671176315,22823.583830903775,31457.240242435455,31457.240242435455
3,22246.638778876866,18320.954425210068,20394.868871105195,20394.868871105195
4,22246.638778876866,15862.80026263815,17452.64123151661,17452.64123151661
5,22246.638778876866,13991.326379976344,18518.829406915866,18518.829406915866
6,22246.638778876866,13815.465555043013,18518.829406915866,18518.829406915866
7,22246.638778876866,11973.559564624451,18518.829406915866,18518.829406915866
8,22246.638778876866,11760.861637331325,18518.829406915866,18518.829406915866
