Server number,OCC,DINA,MEIDA,Ours
1,48514.05405687499,48514.049056874996,48656.93767671756,48656.93767671756
2,48514.05405687499,33383.00827516724,48761.499213598254,48761.499213598254
3,24666.096232479507,26373.799267620234,29537.242922397236,29537.242922397236
4,24666.096232479507,22955.308546094166,26905.794897767773,26905.794897767773
5,24666.096232479507,19600.734825209303,28530.974707569912,28530.974707569912
6,24666.096232479507,19741.714238231652,28530.974707569912,28530.974707569912
7,24666.096232479507,16891.762384490452,28530.974707569912,28530.974707569912
8,24666.096232479507,16464.43900552058,28530.974707569912,28530.974707569912
