Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1689.5825229675295,22036.549918750003,11098.432326788943,1610.7501934417724
10,1689.5825229675295,3558.864371875,3470.3497341555435,1610.7501934417724
50,1689.5825229675295,1916.4034343750002,1717.549502947998,1516.468599758911
100,1689.5825229675295,1711.0958171875002,1717.549502947998,1461.748191052246
500,1689.5825229675295,1546.8497234375002,1574.8272625,1069.9334022064209
1000,1689.5825229675295,1526.31896171875,1540.30773125,999.5668613922119
