Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
10,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
20,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
30,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
40,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
50,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
60,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
70,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
80,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
90,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
100,238.98657532960584,238.98657532960584,239.25657532960582,238.98657532960584
