Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1505.8032000000003,22036.56491875,7136.250685565749,1505.8082000000002
10,1505.8032000000003,3558.8793718750003,1505.8082,1505.8082000000002
20,1505.8032000000003,2532.3412859375003,1505.8082,1505.8082000000002
30,1505.8032000000003,2190.1619239583333,1505.8082,1505.8082000000002
40,1505.8032000000003,2019.0722429687503,1505.8082,1505.8082000000002
50,1505.8032000000003,1916.4184343750003,1505.8082,1505.8082000000002
60,1505.8032000000003,1847.982561979167,1505.8082,1505.8082000000002
70,1505.8032000000003,1799.0997959821432,1505.8082,1505.8082000000002
80,1505.8032000000003,1762.4377214843753,1505.8082,1505.8082000000002
90,1505.8032000000003,1733.9227746527781,1505.8082,1505.8082000000002
100,1505.8032000000003,1711.1108171875003,1505.8082,1505.8082000000002
