Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
10,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
20,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
30,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
40,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
50,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
60,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
70,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
80,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
90,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
100,368.6174569352105,368.6174569352105,369.6074569352106,368.6174569352105
