Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,4079.2286826285535,77954.22868262854,4079.573682628554,4079.233682628553
10,4079.2286826285535,11466.728682628554,4079.573682628554,4079.233682628553
20,4079.2286826285535,7772.9786826285535,4079.573682628554,4079.233682628553
30,4079.2286826285535,6541.7286826285535,4079.573682628554,4079.233682628553
40,4079.2286826285535,5926.1036826285535,4079.573682628554,4079.233682628553
50,4079.2286826285535,5556.7286826285535,4079.573682628554,4079.233682628553
60,4079.2286826285535,5310.4786826285535,4079.573682628554,4079.233682628553
70,4079.2286826285535,5134.585825485697,4079.573682628554,4079.233682628553
80,4079.2286826285535,5002.6661826285535,4079.573682628554,4079.233682628553
90,4079.2286826285535,4900.062015961887,4079.573682628554,4079.233682628553
100,4079.2286826285535,4817.9786826285535,4079.573682628554,4079.233682628553
